claim,evidence,evidence_url,url_status,evidence_domain,reasoning,nli_label,original_credibility,article_source
نيمار قدم اعتداءات جنسية على موظفة公司在某次事件中，尼马尔对一名员工进行了性骚扰。,"يبدو أن قضية انفصال شركة “نايكي” للتجهيزات الرياضية عن النجم البرازيلي نيمار دا سيلفا لم تعد غامضة بعد الآن، فالأسباب الحقيقية وراء فض الشراكة التي استمرت 15 سنة طفت إلى السطح أخيراً.

فقد كشفت مصادر ",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,not credible,source_50
حوالي 3.8% من سكان العالم لقحوا ضد كورونا.,كورونا الذي ظهر بمدينة ووهان الصينية وقد تجاوز عدد الضحايا في الصين حتى الآن 2700 شخص في ما وصل عدد الضحايا خارج الصين إلى 48 شخصا حيث أبلغت إيران عن 15 حالة وفاة، وكوريا الجنوبية عن 12 وفاة، وإيطاليا عن 11، واليابان عن 5 حالات، وقد أبلغت هونغ كونغ عن وفاة شخصين، وسجلت كل من الفلبين وفرنسا وتايوان حالة وفاة واحدة. © 2026 بي بي سي. بي بي سي ليست مسؤولة عن محتوى المواقع الخارجية. سياستنا بخصوص الروابط الخارجية.,https://www.bbc.com/arabic/science-and-tech-51675634,Active,bbc.com,الدليل المقدم لا يحتوي على أي معلومات حول نسب التطعيم ضد فيروس كورونا.而是用中文回答如下所示：````json {,0,not credible,source_69
حوالي 3.8% من سكان العالم لقحوا ضد كورونا.,ولفتت الوكالة استنادا إلى مصادر وبيانات، أنه حتى الآن تم تطعيم حوالي 301.4 مليون شخص، وهو ما يزيد 2.5 مرة عن عدد الأشخاص المصابين بـ COVID-19. وبالتالي، فإن حوالي 3.8% من سكان العالم قد تم تطعيمهم بال,local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,not credible,source_69
"الأمير الحسين بن عبد الله الثاني قال إنه في الجيش كضابط عادي而不使用中文回答，

皇室成员侯赛因亲王表示他在军队中是一名普通的少尉，与其它军官并无不同。","美国总统特朗普与以色列总理内塔尼亚胡派美以战机轰炸伊朗这一个月里，一些关于战争的古老真理，已然敲响了白宫椭圆形办公室的大门。 未能从过去汲取教训，意味着特朗普如今面临一个严峻的抉择。如果他无法与伊朗达成协议，他要么试图宣布一场无人会信的“胜利”，要么只能让战争升级。 这些古老真理中最古老的一句，出自普鲁士军事战略家老毛奇（Helmuth von Moltke the Elder）之口：“没有任何计划能在与敌军首次交锋后依然原封不动。”他写下这句话时是在1871年，那是德国统一为帝国的一年。那一刻对欧洲安全的深远影响，正如这场战争对中东一样。 或许特朗普更偏好拳击手迈克·泰森（Mike Tyson）的现代版本：“每个人都有计划，直到脸上挨了一拳。”而对特朗普来说，更具现实意义的，是他的一位前任艾森豪威尔（Dwight D. Eisenhower）的话。这位美国将军曾在1944年指挥诺曼第（诺曼底）登陆，并在 1950年代两度出任美国共和党籍总统。 艾森豪威尔的版本是：“计划本身毫无价值，但做计划的过程胜过一切。”他的意思是，制定作战计划的纪律与过程，能让军队在发生意外状况时具备改变路线的能力。 对特朗普而言，这个“意外状况”便是伊朗政权的韧性。看来，他原本期盼能重演今年一月美军闪电绑架委内瑞拉总统马杜罗（Nicolás Maduro）及其妻子弗洛雷斯（Cilia Flores）的戏码。这两人目前被关押在纽约的监狱中面临审判，而马杜罗的副手罗德里格斯（Delcy Rodríguez）接替了总统之位，并听命于华盛顿。 艾森豪威尔这句关于未雨绸缪的格言，出自他1957年的一场演讲。他曾负责策划并指挥史上最大规模的两栖军事行动——诺曼第战役中的西欧登陆战，因此他对此深有体会。 他接着解释道，当意外的紧急情况发生时，“你做的第一件事，就是把架子顶层的所有计划拿下来扔出窗外，然后从头再来。但如果你之前没有做过计划，你根本无从着手，至少无法明智地开展工作。” “这就是为什么做计划如此重要。它能让你始终沉浸在问题的本质中，而有朝一日，你可能会被要求去解决、或协助解决这些问题。” 在以色列与美国于战争的首次空袭中击毙伊朗最高领袖哈梅内伊（Ayatollah Ali Khamenei）之后，德黑兰政权非但没有屈服或崩溃，反而仍在维持运转并展开反击。他们正将手里的一把烂牌打得很出色。 相比之下，特朗普给人的印象却是边走边掩饰。他凭直觉行事，而非像其他总统那样，仔细研读一页页的情报与战略建议。 在战争进入第13天时，福克斯新闻广播（Fox News Radio）询问特朗普战争何时会结束。他回答说，他不认为这场战争“会持续很久”。至于何时结束，那将是“当我感觉到了，从骨子里感觉到的时候”。 他依赖一个核心顾问圈，而这些人的职责就是支持他的决定并付诸实施。向掌权者说真话，似乎并不在他们的工作范围内。依赖总统的直觉，而不是一套经过深思熟虑的计划（即使这些计划必须被修改或屏弃），让这场战争变得更加难以推进。缺乏明确的政治方向，削弱了美军本具毁灭性的火力和作战效能。 四周前，特朗普与内塔尼亚胡将希望寄托于一场猛烈的轰炸行动。据总部位于美国、监测伊朗侵犯人权状况的组织人权活动家通讯社（HRANA）统计，这场空袭不仅击毙了最高领袖及其最亲密的顾问，迄今还导致 1,464 名伊朗平民丧生。 然而，德黑兰政权依然屹立不倒，且仍在进行反击。特朗普逐渐明白，为什么他的前任们从未准备好与内塔尼亚胡联手，发动一场旨在摧毁伊斯兰共和国的“选择之战”（war of choice）。该政权的反对者并未起义，他们深知，今年一月政府军已经杀死了数以千计的抗议者。官方广播也已发出警告，任何人若企图重演抗议活动，都将被视为国家敌人。 伊朗政权是一个顽强、冷酷且组织严密的对手。它建立在推翻国王的1979年伊斯兰革命之后，并在长达八年的两伊战争的残酷苦难中经历千锤百鍊。该政权建立在体制而非个人之上，并有着铁一般的宗教信仰与殉道意识形态作为支撑。这意味着，虽然击杀领导人无疑会造成震惊与破坏，但这并不会成为该政权的催命符。在经历了一月份的杀戮之后，该政权会将更多伊朗人的死亡——无论是死于政权自身军队之手，还是死于美以两国的炸弹之下——视为为了生存而可以接受的代价。 它扩大了这场战争，不仅攻击其海湾阿拉伯邻国、位于这些国家领土的美军基地，也攻击以色列，尽可能把痛苦扩散到更广范围。 伊朗对霍尔木兹海峡——这条海湾狭窄入口——的实际封锁，已切断全球约20%的石油供应，并使全球金融市场陷入震荡。 伊朗耗费多年时间与数十亿美元，建立了一个由盟友与代理人组成的网络——伊朗称之为“抵抗轴心”（the axis of resistance），其中包括黎巴嫩的真主党，以及加沙与约旦河西岸的哈马斯，以此来威胁并震慑以色列。自2023年10月7日哈马斯发动袭击引发加沙战争以来，以色列对该网络进行了极为猛烈且有效的打击。 但伊朗如今正在证明，一处地理特征——狭窄的霍尔木兹海峡——能比其耗资巨大、近乎破产的军事同盟体系，发挥更为有效的威慑与威胁作用。伊朗只需利用从其内陆山区数百公里外发射的廉价无人机，便能实施对该海峡的控制。 盟友会被杀死，地理位置却永恒不变。除非攻占并占领海峡两侧的悬崖以及其后大片伊朗领土，否则美国、以色列以及世界其他国家都将发现，伊朗政权在重新开放霍尔木兹海峡一事上，必将要求极大的话语权。 正如前北约副司令理查德·希雷夫将军（Sir Richard Shirreff）在BBC 《今日》（Today）节目中所指出的，任何攻击伊朗后果的兵棋推演，都会显示出伊斯兰革命卫队将会封锁霍尔木兹海峡。 这又回到了做计划的重要性：如何开始一场战争，如何结束它，以及如何应对战后的“第二天”。沉浸在速战速决、轻易取胜的愿景中的特朗普及其核心圈，似乎跳过了这些步骤。 “抵抗轴心”还包括也门的胡塞武装。战争开始以后，他们于周五首次向以色列发射了密集导弹。如果胡塞武装恢复对红海航运的袭击，沙特阿拉伯将失去其向亚洲出口石油的西部海上通道。 红海也有自己的咽喉要道——曼德海峡，其对世界贸易的重要性不亚于霍尔木兹海峡。如果胡塞武装决定升级行动，像在加沙战争期间那样袭击曼德海峡及更南部的船只，他们将切断经由苏伊士运河从亚洲通往欧洲的航线。 与特朗普不同，内塔尼亚胡自从踏上政治生涯并最终成为以色列在位时间最长的总理以来，就一直在仔细思考这场战争。 在对伊朗开战后的第一个完整作战日，内塔尼亚胡在特拉维夫那栋被称为“基里亚”（Kirya）、也是以色列军方总部所在地的大楼楼顶，录制了一段视频声明。 内塔尼亚胡深信，尽可能重创伊斯兰共和国，便能确保以色列未来的安全。他在视频中表示，这场战争是“为了确保我们的生存与未来”。内塔尼亚胡向来将伊朗视为以色列最危险的敌人。他的批评者则认为，正是这种过度关注，导致以色列未能在2023年10月 7日察觉并阻止哈马斯从加沙发动的袭击。 “这个军事联盟让我们能够完成我40年来梦寐以求的事：痛击并重创这个恐怖政权。这是我承诺过的——也是我们必将做到的。” 在内塔尼亚胡漫长的执政岁月里，他与以色列军方高层曾多次探讨对伊朗开战的方式，旨在摧毁其核设施、弹道导弹，以及其他一切对他们构成威胁的事物。然而以色列得出的结论始终是：虽然他们能对伊朗造成严重破坏，但那顶多只能让该政权受挫。后来这成为了一种共识——唯一能将伊朗军事能力摧毁整整一代或更长时间的方法，就是与美国结盟。 但这需要白宫里有一位准备好与以色列并肩作战的总统。尽管两国关系密切，且以色列极度依赖美国的军事与外交支持，但这样的事却从未发生过。 内塔尼亚胡始终无法说服之前任何一位美国总统，让他们相信与伊朗开战符合美国的利益——直到特朗普的第二个任期。 自从美国的坚定盟友伊朗国王于1979年被推翻以来，美伊关系一直处于痛苦且充满敌意的状态，但历任美国总统都认为，应对伊朗伊斯兰共和国的最佳方式是遏制。 甚至白宫网站上至今仍挂着一篇发布于2025年6月25日的声明，标题是：“伊朗核设施已被毁掉——任何其他说法都是假新闻。” 这场战争看来正演变成一个经典案例，展示了一个较小、较弱的政权，如何与一个更大、更强的敌人抗衡——战略家将这种冲突称为“不对称作战”（asymmetric warfare）。 现在谈论这些还为时尚早，毕竟开战才一个月；从纸面数据来看，若以击杀敌军数量与完成轰炸任务次数为标准，美国在越南、伊拉克与阿富汗的战争中原本也是赢家。 他说这是因为伊朗极度渴望达成结束战争的协议，因为美国所造成的破坏与死亡已令该政权遭受重创，他们害怕美国会采取更进一步的行动。 特朗普提出的15点和平计划并未公布官方文本，但泄露的版本显示，该文件只是将美国与以色列多年来对伊朗提出的所有要求汇编在了一起。 伊朗则提出了自己的要求作为反击，这些要求同样令对方无法接受，包括承认其对霍尔木兹海峡的控制权、战争破坏赔偿，以及撤除美国在中东的军事基地。 阿拉伯外交消息人士也印证了其他相关报道，并告诉我，在美国于2月28日突然开战放弃外交途径之前，伊朗原本正就其核计划提出一条通往协议的路径。 这话听上去或许过于简化，而美方也否认谈判曾取得进展，但种种迹象显示，在美国与以色列派出轰炸机之前，外交上原本仍有更大空间。 他可以宣告胜利，声称美国已摧毁伊朗的军事力量，因此任务已经完成，而重新开放霍尔木兹海峡并不是他的责任。 目前，美军已有四千多名海军陆战队员随军舰驶向海湾，来自第82空降师的伞兵也已待命，并且还在讨论进一步增兵。 目前还没有人谈论对伊朗发动全面入侵，但美国有可能会试图夺取海湾中的一些岛屿，其中包括伊朗主要石油出口终端所在的哈尔克岛（Kharg island）。 特朗普在伊朗问题上发现自己正在触及自己权力的极限。 伊朗政权对胜利与失败的定义，与他截然不同。 对他们而言，单单是活下来，就是胜利。 但如今他们的期望更多，认为对霍尔木兹海峡的控制赋予了他们新的筹码来提出要求，甚至可能取得战略收益。 伊朗人提出的要求之中，包括承诺未来不再受到攻击，以及承认他们对霍尔木兹海峡的控制权，以此作为向所有船只重新开放海峡的代价。 白宫新闻秘书卡罗琳·莱维特（Karoline Leavitt）周三表示：“特朗普总统不是在虚张声势，他已准备好释放地狱般的打击。伊朗不应再次误判。” “如果伊朗无法接受当前的现实，如果他们无法理解自己在军事上已经战败、并且将继续吃败仗，那么特朗普总统将确保他们受到前所未有的猛烈打击。” 在战争中战败并不是一种选择。 如果伊朗真的像特朗普及其手下所说的那样被打得一败涂地，德黑兰政权早就崩溃了。 他根本不需要用威胁来逼迫他们接受命运。 美国和以色列的确可以在伊朗造成更大的破坏，杀死更多的人。 在黎巴嫩，以色列也正继续推进对伊朗主要盟友真主党的攻势。 战争持续的时间越长，对该地区乃至更广阔世界造成的后果就越严重。 国际危机组织（International Crisis Group）的首席伊朗问题分析师阿里·瓦埃兹（Ali Vaez）告诉我，后果可能是“灾难性的”。 1956年，埃及总统加麦尔·阿卜杜勒·纳赛尔（Gamal Abdul Nasser）将苏伊士运河收归国有。这条全球水道对世界经济的咽喉作用，正如如今的霍尔木兹海峡一般。随后，英国与法国联手以色列发动了战争。 他们达成了所有的军事目标，却被美国总统艾森豪威尔逼迫撤军。 美国正面临中国的崛起。 有朝一日，当书写两国争夺世界最强权力的竞争史时，特朗普这场对伊朗计划不周的战争，或许会被视为一个转折点、一个走向衰落的中继站，就如同苏伊士运河危机之于英国一样。",https://www.bbc.com/zhongwen/articles/cd7jel54z0no/simp,Active,bbc.com,الادعاء لا يمكن تأكيده بناءً على المعلومات المقدمة. الدليل يحكي عن حرب في الشرق الأوسط ونشاطات الادارة الأمريكية والإسرائيلية، لكنه لا يقدم معلومات تؤيد أو تنفي رواية الأمير الحسين بن عبد الله الثاني حول تجربته العسكرية في الجيش.,0,not credible,source_65
"الأمير الحسين بن عبد الله الثاني قال إنه في الجيش كضابط عادي而不使用中文回答，

皇室成员侯赛因亲王表示他在军队中是一名普通的少尉，与其它军官并无不同。","الإخباري – قال الأمير الحسين بن عبدالله الثاني: نحتفل بيوم تاريخي في مسيرة الدولة، (ذكرى تعريب قيادة الجيش)، وهذا إنجاز يحسب لجدي الحسين رحمه الله، الذي ورّثنا حب العسكرية.

اخبار الاردن



وزاد سمو و",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,not credible,source_65
الصندوق الاستثماري لتشغيل مراكز البيانات يستهدف جذب مستثمرين محليين ودوليين.,"Jun 8, 2021 · أكد نائب رئيس مجلس إدارة شركة المعمر لأنظمة المعلومات، إبراهيم المعمر، في مقابلة مع ""العربية"" أن الصندوق الاستثماري لتشغيل مراكز البيانات مع ""السعودي الفرنسي كابيتال"" يستهدف جذب مستثمرين ... سيعمل الاستثمار على تطوير ونقل الخبرات وتشغيل مراكز بيانات واسعة النطاق ضمن أحدث ما توصلت له الممارسات وتمكين كبرى الشركات المحلية والعالمية من ممارسة أعمالها في المنطقة بكفاءة وموثوقية Sep 12, 2023 · ودعماً لهذا الهدف، أطلقت المملكة استراتيجية بقيمة 18 مليار دولار أمريكي لإبرام شراكات مع مستثمرين محليين ودوليين وإنشاء شبكة وطنية من مراكز البيانات واسعة النطاق. إن مركز بيانات سحايب ومركز بيانات سحايب مملوكين لصندوق",https://www.alarabiya.net/aswaq/companies/2021/06/08/-المعمر-للعربية-طرح-الصندوق-مع-الفرنسي-يستهدف-مستثمرين-محليين-ودوليين,Broken/Blocked,alarabiya.net,"الدليل يذكر أن الصندوق الاستثماري لتشغيل مراكز البيانات يعمل على جذب مستثمرين محليين ودوليين. كما أشار النائب رئيس مجلس إدارة شركة المعمر لأنظمة المعلومات إلى أن الصندوق يستهدف هذه الفئة من المستثمرين في مقابلته مع ""العربية"". بالإضافة إلى ذلك، تدعم الاستراتيجية الحكومية لتحقيق هذا الهدف.",1,not credible,source_50
الصندوق الاستثماري لتشغيل مراكز البيانات يستهدف جذب مستثمرين محليين ودوليين.,أكد نائب رئيس مجلس إدارة شركة المعمر لأنظمة المعلومات، إبراهيم المعمر، في مقابلة مع “العربية” أن الصندوق الاستثماري لتشغيل مراكز البيانات مع “السعودي الفرنسي كابيتال” يستهدف جذب مستثمرين محليين ودوليي,local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,not credible,source_50
محاولة لإشعال فوضى جديدة في ليبيا لتعيين وزير دفاع تابع للإخوان.,بعد استخدامهم المناورات أحيانا والعنف في أوقات أخرى، لإفشال إجراء الانتخابات والتعيينات الجديدة في المناصب السيادية، تستعد ميليشيات تنظيم الإخوان الإرهابي لإشعال فوضى جديدة في ليبيا لتعيين وزير دفاع تابع لها.,https://www.skynewsarabia.com/middle-east/1436551-ميليشيات-إخوان-ليبيا-تنتفض-للسطو-أهم-منصب-عسكري,Broken/Blocked,skynewsarabia.com,الادعاء يشير إلى نوايا معينة للميليشيات المرتبطة بالتنظيم الإخواني، ولكن هذا يبقى غير مؤكد بدون دليل خارجي يمكن التحقق منه. الدليل المقدم هو تحليلي ويدل على احتمالية حدوث هذه الظاهرة في المستقبل أو قد تكون نظرة من قبل منظمات معينة، لكنه لا يقدم دليلاً قاطعاً على أن هذا الإجراء سيحدث.,0,not credible,source_65
محاولة لإشعال فوضى جديدة في ليبيا لتعيين وزير دفاع تابع للإخوان.,"11 مايو 2021 – 29 رمضان 1442

11:49 AM

خبراء يحللون: محاولة لإفشال لجنة 5+5 المكلفة بطرد المرتزقة وتفكيك الميليشيات

حاصروا المجلس الرئاسي.. فوضى يشعلها “الإخوان” على “منصب ليبيا الأرفع”

بعد استخدام",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,not credible,source_65
يسهم تناول الوجبات الصحية والمتوازنة بانتظام في تزويد الجسم بالعناصر الغذائية المهمة التي تساعد على تعزيز جهاز المناعة بالجسم.,الربو. فإذا كنت تعاني من حساسية تجاه الحيوانات، فتجنب وجودها في منزلك. انشئ حساباً خاصاً بك لتحصل على أخبار مخصصة لك ولتتمتع بخاصية حفظ المقالات وتتلقى نشراتنا البريدية المتنوعة,https://aawsat.com/صحتك/5267519-ماذا-يفعل-تناول-الموز-يومياً-بصحة-أمعائك؟,Active,aawsat.com,هذا الادعاء صحيح لأن النظام الغذائي الصحي والمتوازن يمكن أن يساهم في تقوية جهاز المناعة. العناصر الغذائية المهمة التي يمكن الحصول عليها من الطعام تساعد الجسم على مقاومة الأوبئة والأمراض.,1,not credible,source_28
يسهم تناول الوجبات الصحية والمتوازنة بانتظام في تزويد الجسم بالعناصر الغذائية المهمة التي تساعد على تعزيز جهاز المناعة بالجسم.,"المناطق_واس

يسهم تناول الوجبات الصحية والمتوازنة بانتظام في تزويد الجسم بالعناصر الغذائية المهمة التي تساعد على تعزيز جهاز المناعة بالجسم، الذي بدوره يُساعد في الحماية من المشاكل الصحية والأمراض المو",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,not credible,source_28
دعا السفير اليمني بالرياض أبناء الجالية اليمنية في السعودية إلى تصحيح أوضاعهم التجارية.,اليمنيون المقيمون في السعودية استقبلوا قرار تمديد مهلة تصحيح أوضاع المقيمين بطريقة غير شرعية بحفاوة بالغة، معبرين عن امتنانهم للحكومة السعودية ووقفتها الأخوية معهم والدفاع عن سيادة بلادهم المتمثلة بالحكومة الشرعية اليمنية برئاسة عبد ربه منصور هادي ودحر ميليشيات الحوثي والقوات الموالية للرئيس السابق صالح لكف بطشها بالشعب اليمني، وردعها حتى تعود لجادة الصواب والالتزام بمخرجات الحوار الوطني والمبادرة الخليجية.وقال الجرادي: «ما زالت السعودية تواصل تقديم العون والمساندة لأبناء الجالية اليمنية، وهناك فرق بين من يقدم لك العون وإيران التي تقدم السلاح والألغام لتفجير المنازل والمدن والقرى على يد عملائها الممثلين في الميليشيات الحوثية الفاشية وقوات الرئيس المخلوع النازية»، مضيفا,https://aawsat.com/home/article/405376/الجرادي-تمديد-تصحيح-أوضاع-اليمنيين-بالسعودية-مكرمة-ملكية,Active,aawsat.com,الدليل يقدم تفاصيل حول استقبال الجالية اليمنية قرار تمديد مهلة تصحيح أوضاع المقيمين بطريقة غير شرعية، ولكنه لا يذكر أي دعوة مباشرة من السفير اليمني للتصحيح التجاري. بالإضافة إلى ذلك، الادعاء يستخدم المصطلحات مثل 'تصحيح أوضاعهم التجارية' التي ليست ضمن محتوى الدليل.,0,not credible,source_30
دعا السفير اليمني بالرياض أبناء الجالية اليمنية في السعودية إلى تصحيح أوضاعهم التجارية.,"شكرا لبحثكم عن خبر السفير اليمني بالرياض يدعو أبناء الجالية اليمنية في السعودية إلى تصحيح أوضاعهم التجارية والان مع التفاصيل

يزيد بن سلمان - شبوة - دعا السفير اليمني بالرياض أبناء الجالية اليمنية في ",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,not credible,source_30
فرنسا تناشد أوروبا التدخل وإنقاذ لبنان.,"باريس- مع اتساع رقعة التوتُّر العسكري على الجبهة اللبنانية الإسرائيلية وتصاعد المخاوف من تحوُّل المواجهة إلى حرب مفتوحة، عادت فرنسا لتطرح مبادرة دبلوماسية جديدة تهدف إلى احتواء التصعيد. غير أن المبادرة التي بدأت ملامحها تظهر مطلع الشهر الجاري لا تقتصر على وقف التصعيد العسكري فحسب، وفق ما أعلنته باريس، بل تمتد إلى إعادة ترتيب الوضع السياسي والأمني في لبنان. وبينما تتحدث الدبلوماسية الفرنسية رسميا عن ""جهود لمنع الانزلاق إلى الحرب""، يرى خبراء ومحللون أن المبادرة تحمل أبعادا أوسع على المستوى السياسي والإستراتيجي، تتخطى كواليسها ما تظهره فعليا التصريحات العلنية. واقترح الرئيس الفرنسي إيمانويل ماكرون، أمس الأول السبت، استضافة محادثات مباشرة",https://www.aljazeera.net/politics/2026/3/16/وراء-الكواليس-ماذا-تريد-فرنسا-من,Active,aljazeera.net,بالرغم من عدم وجود إشارة مباشرة إلى طلب فرنسا التدخل الأوروبي، إلا أن المبادرة الدبلوماسية التي اقترحتها باريس تهدف إلى إعادة ترتيب الوضع السياسي والأمني في لبنان. هذه الخطوة قد تعتبر جزءًا من استراتيجية أكبر لإنقاذ لبنان، والتي يمكن أن تتضمن شراكة أوروبية. ومع ذلك، فإن الدليل الحالي لا يذكر صراحة طلب فرنسا للتدخل الأوروبي.,2,not credible,source_10
فرنسا تناشد أوروبا التدخل وإنقاذ لبنان.,في ظل أزمة معيشية خانقة لم يشهدها من قبل، حذر وزير الخارجية الفرنسي، جان إيف لو دريان، الاثنين، كبار المسؤولين اللبنانيين من أن الاتحاد الأوروبي يعكف حالياً على بحث سبل لممارسة ضغوط على من يقفون وراء ,local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,not credible,source_10
تركز سوريا على ترشيد توزيع الكميات المتوفرة من المشتقات النفطية.,وأضافت أنها تعمد إلى ترشيد توزيع الكميات المتوفرة من المشتقات النفطية لتجنّب انقطاعها، متناسية تماماً أن أزمة النفط أضحت ظاهرة تشغل حياة السوريين بشكل يومي تقريباً وقبل فترة كبيرة من أزمة قناة السويس...,https://www.alarabiya.net/arab-and-world/syria/2021/04/03/وسط-عجز-المواطن-أزمة-الوقود-تشل-الحركة-في-دمشق,Broken/Blocked,alarabiya.net,الادعاء يشير إلى أن سوريا تسعى لترشيد توزيع الكميات المتوفرة من المشتقات النفطية لتجنب انقطاعها. هذا ما ذُكر في الدليل حيث يقول 'وعمدت إلى ترشيد توزيع الكميات المتوفرة من المشتقات النفطية لتجنّب انقطاعها'. رغم أن هناك ملاحظات إضافية حول أزمة النفط التي تؤثر بشكل يومي على الحياة السورية، إلا أنها لا تغير من صحة الادعاء الأساسي.,1,not credible,source_65
تركز سوريا على ترشيد توزيع الكميات المتوفرة من المشتقات النفطية.,"

أعلنت وزارة النفط السورية السبت تأخر وصول ناقلة كانت تحمل النفط ومشتقات نفطية إلى البلاد بسبب تعطّل حركة عبور قناة السويس، كاشفة أنها تعمد إلى “ترشيد توزيع الكميات المتوفرة من المشتقات النفطية” لتجن",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,not credible,source_65
مصر تبحث مع الأمم المتحدة آخر تطورات أزمة سد النهضة.,"مع إريتريا، انسحبت من المفاوضات لأنها شعرت بأن الرئيس الأمريكي انحاز لمصر. وأضاف: ""ترامب شعر بالإهانة؛ فقد كان يطمح إلى نيل جائزة نوبل للسلام، لكن آبي حصل عليها، ولم يمكنه من التوصل إلى أي صفقة"". وقبيل افتتاح سد النهضة الثلاثاء الماضي، صعّد وزير الخارجية المصري، بدر عبد العاطي من لهجة حكومته تجاه السد، مؤكداً أن أمن المياه يمثل ""خطاً أحمرَ""، وأن السد يشكل ""تهديداً وجودياً"" للدولة المصرية. لكن عباس شراقي استبعد احتمال دخول مصر في حرب مع إثيوبيا، قائلاً: ""هم إخوتنا، نحن نشرب من نفس المياه، فالنيل يأتي منهم""، مضيفاً أن مصر ستواصل السعي لحل النزاع عبر المفاوضات. من جانبه،",https://www.bbc.com/arabic/articles/cj3ym2g1z1do,Active,bbc.com,الادعاء صحيح لأن الدليل يشير إلى أن مصر تواصل التفاوض حول أزمة سد النهضة. على سبيل المثال، يذكر أن وزير الخارجية المصري بدر عبد العاطي أكد على أهمية حل النزاع عبر المفاوضات ورفض الخوض في حرب مع إثيوبيا.,1,not credible,source_40
مصر تبحث مع الأمم المتحدة آخر تطورات أزمة سد النهضة.,"بحث وزير الخارجية المصري سامح شكري، الثلاثاء مع الأمين العام للأمم المتحدة أنطونيو غوتيريش، آخر التطورات في ملف سد النهضة.

وأكد وزير الخارجية المصري خلال اتصال هاتفي أجراه على ثوابت موقف بلاده الداعي",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,not credible,source_40
الأهالي يطالبون برحيل الوالي بسبب الأوضاع الصحية السيئة جراء كورونا.,الصحية الوطنية آخر تحديث للأرقام: 5 يوليو 2022 م 10:59 ص غرينتش+3 © 2026 بي بي سي. بي بي سي ليست مسؤولة عن محتوى المواقع الخارجية. سياستنا بخصوص الروابط الخارجية.,https://www.bbc.com/arabic/51855397,Active,bbc.com,لم يتم تقديم أي معلومات تدعم هذا الادعاء في الدليل المقدم. الدليل يحتوي فقط على عنوان ورقم التعديل والوقت، ولا يوجد ذكر لأي احتجاجات من الأهالي ضد الوالي بسبب الأوضاع الصحية.,2,not credible,source_76
الأهالي يطالبون برحيل الوالي بسبب الأوضاع الصحية السيئة جراء كورونا.,"تجمع أهالي القيروان اليوم السبت أمام مقر الولاية رافعين شعار “ديقاج” مطالبين برحيل الوالي بسبب ما آلت إليه الأوضاع الصحية جراء فيروس كورونا في الجهة.

وقد كلف رئيس الحكومة هشام المشيشي نصاف بن علية وف",local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,not credible,source_76
دول الناتو تحذر من خطورة الهجمات السيبرانية وقد تستجيب بموجب المادة 5.,أعرب حلف الناتو عن مخاوفه من حدوث أعمال تخريبية وهجمات سيبرانية خطيرة جديدة على أراضي الحلف، وفقا لما صرح به مسؤول كبير على هامش اجتماع وزراء خارجية الناتو في بروكسل.,https://www.skynewsarabia.com/world/1759640-الناتو-يحذر-هجمات-سيبرانية-تعرض-الأرواح-للخطر,Broken/Blocked,skynewsarabia.com,الدليل يشير إلى أن حلف الناتو أبدى مخاوفه من الهجمات السيبرانية، مما يدعم الادعاء. كما أن المادة 5 من معاهدة الناتو تنص على أن اعتداء ضد واحد هو اعتداء ضد الكل، مما قد يعني الاستجابة للاعتداء السيبراني وفقًا لها.,1,not credible,source_40
دول الناتو تحذر من خطورة الهجمات السيبرانية وقد تستجيب بموجب المادة 5.,شدد قادة دول حلف شمال الأطلسي “الناتو” على خطورة تأثير الأنشطة السيبرانية الكبيرة الخبيثة التراكمية، الذي قد يعتبر في ظروف معينة مثابة هجوم مسلح، وهو تقييم يمكن أن يؤدي إلى تطبيق بند الدفاع عن النفس ا,local,Local Data,local,النص لم يثبت أو ينف الادعاء بشكل قاطع.,0,not credible,source_40
