,ID,nli_label,claim,evidence
3347,2722,1,عوده حركه القطارات بعد حادث قطاري سوهاج.,"رصدت كاميرا ""العربيه""، السبت، عوده حركه القطارات بعد حادث قطاري سوهاج، الذي اودي بحياه 32 شخصا وترك اكثر من 160 مصابا."
3348,45,1,توافر جميع ادويه علاج كورونا والامراض المزمنه بالصيدليات,غرفه صناعه الدواء: توافر جميع ادويه علاج كورونا والامراض المزمنه بالصيدليات 05/16 10:48 اكد الدكتور احمد العزبي رئيس غرفه صناعه الدواء والمستلزمات الطبيه، توافر جميع ادويه بروتوكولات علاج فيروس كورو
3349,1182,2,مشروع قانون بسام بربندي للمكافات من اجل العداله поможет في حال اقراره بملاحقه منتهكي حقوق الانسان ومن يساعدهم من رجال الاعمال في البلدان الدكتاتوريه، الذين يتهربون من العقوبات الامريكيه والدوليه عليهم.,"بيان الخارجيه الامريكيه انه بموجب قانون ""قيصر"" لحمايه المدنيين في سوريا، ""سيطلب من الرئيس الامريكي فرض عقوبات جديده علي اي شخص او جهه يتعامل مع الحكومه السوريه او يوفر لها التمويل، بما في ذلك اجهزه الاستخبارات والامن السوريه، او المصرف المركزي السوري"". كما جاء في البيان ان القانون يطال اي جهه توفر طائرات او قطع غيار طائرات لشركات الطيران السوريه، او اي جهه تشارك في مشاريع البناء والهندسه التي تسيطر عليها الحكومه السوريه او التي تدعم صناعه الطاقه في سوريا. وكانت منظمه العفو الدوليه قد كشفت في تقرير سابق عن حالات اعدام جماعي شنقا نفذها النظام السوري بحق 13 الف"
3350,139,0,يتطلع الفلسطينيون الي تغيير يفتح الطريق لاستبدال نهج المفاوضات الفاشل باستراتيجيه وطنيه جديده، تركز علي مقاومه الاحتلال ونظام التمييز العنصري.,نسبه التسجيل العاليه للمشاركه في الانتخابات الفلسطينيه، التي وصلت الي 92%، والارتفاع غير المسبوق في عدد القوائم التي ترشحت، وبلغ 36، دليلان واضحان علي تعطش الشعب الفلسطيني للتغيير، بعد ان حرم، لـ 1
3351,1911,1,فاعليه لقاحات كورونا,"""الحمض النووي الريبوزي المرسال"" (messenger RNA) او ""ام ار ان ايه"" (mRNA) وهو جزيء يخبر خلايانا بما يجب ان تصنعه. يتم حقن هذا اللقاح في الجسم، ويقوم بادخال هذا الجزيء الذي يتحكم في اليه لتصنيع مستضد معين لفيروس كورونا ""سنبله"" (spike)، وهو طرف مميز للغايه موجود علي سطحه ويسمح له بالالتصاق بالخلايا البشريه لاختراقها. وسيتم بعد ذلك اكتشاف هذه السنبله من قبل الجهاز المناعي الذي سينتج الاجسام المضاده، وستبقي هذه الاجسام المضاده لفتره زمنيه معينه. هذا اللقاح طورته شركه مودرنا (moderna) الاميركيه، ويستخدم لقاح مودرنا تقنيه ""الحمض النووي الريبوزي المرسال"" نفسها التي يستخدمها لقاح فايزر-بيونتك. اللقاح طورته شركه نوفافاكس (Novavax)"
3352,667,0,تعد بشان الحوثي ليست جاده ميليشيات السلام.,"علق البيت الابيض في وقت متاخر من يوم الاثنين، علي الهجمات المتزايده علي السعوديه، واصفا اياها بانها ""تهديدات امنيه حقيقيه"". وقالت المتحدثه باسم البيت الابيض، جين ساكي، ان اداره الرئيس جو بايدن ""ما"
3353,1818,1,طهران تريد افعالا وليس وعودا من القوي العالميه.,"هذه الافكار)، فسيتم تحديده بالتاكيد"". وفي وقت سابق، قال عراقجي ان ايران ""لا تنوي التفاوض في الوقت الراهن""، لكنه اكد ان ""الجانب الامريكي بدا بارسال رسائل مختلفه عبر وسطاء مختلفين"". © 2026 بي بي سي. بي بي سي ليست مسؤوله عن محتوي المواقع الخارجيه. سياستنا بخصوص الروابط الخارجيه."
3354,2597,1,عرقاب يستقبل المدير التنفيذي للجنه الافريقيه للطاقه رشيد علي عبد الله.,استقبل وزير الطاقه والمناجم محمد عرقاب، المدير التنفيذي للجنه الافريقيه للطاقه رشيد علي عبد الله، لتعزيز سبل التعاون من خلال تنسيق اكثر فاعليه، بين الطرفين.
3355,1790,1,انضمام اوكرانيا لحلف شمال الاطلسي الناتو يشكل خطا احمر لموسكو.,"قال الامين العام لحلف شمال الاطلسي (ناتو) مارك روته ان عضويه اوكرانيا في الحلف ليست قيد البحث، ولكن هناك نقاشا بشان تقديم 30 دوله ضمانات امنيه لكييف علي غرار ما تكفله ""الماده الخامسه"" من معاهده تاسيس الناتو. واضاف روته خلال مقابله مع قناه فوكس نيوز امس الاثنين ان ""الوضع ان الولايات المتحده وبعض الدول الاخري تقول انها تعارض عضويه اوكرانيا في حلف شمال الاطلسي، الموقف الرسمي للحلف ان هناك مسارا لا رجعه فيه لانضمام اوكرانيا اليه"". وتابع ""لكن ما نناقشه هنا ليس عضويه حلف الاطلسي، بل ضمانات امنيه لاوكرانيا علي غرار الماده الخامسه، وما سيترتب عليها بالضبط هو ما ستتم"
3356,1040,0,فتح فندق يتيح للنزلاء مشاهده الدببه القطبيه علي مدار الساعه من جميع الغرف.,ان يتيح للنزلاء فرصه مشاهده القطبيه علي مدار الساعه ومن جميع الغرف وعددها 21 غرفه.وقال متنزه هاربين بولارلاند عبر حسابه الرسمي علي موقع التواصل الاجتماعي الصيني (وي تشات) «ستكون بصحبه القطبيه سواء كنت تاكل او تلهو او نائما». واظهرت صور مصوره نشرتها وسائل اعلام رسميه اناسا يشاهدون من وراء دبين قطبيين وسط جليد صناعي وبرك صغيره.وقالت يانغ المتحدثه باسم هاربين بولارلاند لرويترز ان المنطقه المغطاه هي مجرد جزء من المنطقه المخصصه للدببه وان الحيوانات تغادرها عندما تسمح درجات وجوده واضافت ان الاقبال علي الاقامه في الفندق، الذي تتراوح
3357,250,0,دار اوبرا كتارا تستضيف قرعه كاس العرب اليوم.,العربيه السبعه الاعلي تصنيفا وقت اجراء القرعه؛ وهي مصر، وتونس، والسعوديه، والمغرب، والعراق، والامارات، والاردن. كما تم اختيار الدول السبعه الاخري من خلال سلسله من مباريات التاهل للبطوله بنظام المباراه الواحده التي اقيمت في نوفمبر/تشرين الثاني الماضي، وهي البحرين، والسودان، جنوب السودان، والصومال، والكويت، واليمن، وجزر القمر، وجيبوتي، وموريتانيا، وسوريا، وعمان، وليبيا، ولبنان، وفلسطين. وكانت قطر قد استضافت البطوله عام 1998، عندما كانت البطوله تحت تنظيم الاتحاد العربي لكره القدم. وهذ النسخه من بطوله كاس العرب لكره القدم هي الثانيه التي تستضيفها قطر، منذ رعايه الاتحاد الدولي لكره القدم للبطوله التي بدات عام 2021، اذ استضافت الدوحه النسخه الاولي في
3358,770,0,"اعلان مجموعه من مقاتلي ""بوكو حرام"" تعلن مبايعتها لتنظيم ""الدوله الاسلاميه"" في غرب افريقيا.",واوضح تنظيم الدوله الاسلاميه في التسجيل انه ارسل مقاتلين الي جيب بوكو حرام في غابه سامبيسا، فعثروا علي شكوي داخل منزله واشتبكوا معه في معركه بالاسلحه الناريه.
3359,2499,1,فنزويلا تنظم مناورات عسكريه في ذكري وفاه تشافيز.,سار الاف الجنود علي انغام موسيقي عسكريه في شوارع كراكاس الجمعه، في اطار تدريبات عسكريه اقيمت في كل انحاء فنزويلا في ذكري وفاه الرئيس الاشتراكي الراحل هوغو تشافيز. واطلق علي التدريبات اسم «الدرع البوليفاريه - القائد الاعلي هوغو رافاييل تشافيز فرياس 2021»، تكريما لمؤسس «الثوره البوليفاريه»، الرئيس من 1999 الي 2013 والذي توفي في 5 مارس (اذار) 2013. وقال وزير الدفاع فلاديمير بادرينو: «الوطن يدافع عن نفسه اليوم بمزيد من الضراوه والحزم ضد الامبرياليه. هذه هي المهمه التي اوكلتها الينا، قائدي تشافيز، والتي قمنا بها». اطلق تشافيز «ثوره بوليفاريه» تحمل اسم بطل الاستقلال سيمون بوليفار وشملت كثيرا من البرامج الاجتماعيه،
3360,409,1,"غادر مسبار ""اوسايرس-ريكس"" بشكل نهائي مدار الكويكب بينو بعد جمع عينات منه.","غادر مسبار ""اوسايرس-ريكس"" الاميركي بشكل نهائي الاثنين 05/11 مدار الكويكب بينو الذي جمع منه العام الفائت عينات من الغبار، ليبدا رحلته عائدا الي الارض. اعلان اقرا المزيد الا ان رحله العوده ستكون طويل"
3361,2519,2,استراليا تمنع مواطنيها القادمين من الهند من دخول البلاد.,قال مسؤولون حكوميون انه سيتم منع الاستراليين الذين كانوا في الهند قبل 14 يوما من تاريخ اعتزامهم العوده للوطن من دخول استراليا اعتبارا من يوم الاثنين وان كل من يخرق ذلك سيواجه غرامه وسجنا. وياتي هذا القرار الذي صدر في ساعه متاخره من مساء امس (الجمعه) في اطار اجراءات صارمه لمنع دخول المسافرين من ثاني اكبر دوله في العالم من حيث عدد السكان مع مواجهتها ارتفاعا في الاصابات والوفيات الناجمه عن فيروس كورونا. وقال وزير الصحه جريج هانت في بيان ان القيود ستدخل حيز التنفيذ اعتبارا من الثالث من مايو (ايار) وان خرق الحظر ينطوي علي عقوبات مدنيه وسجن لمده
3362,2837,1,ايران تسعي للحصول علي تقنيات نوويه.,"نووي ايران.وتواصل دول مثل ايران وكوريا الشماليه السعي للحصول علي مثل هذه المنتجات والتقنيات والمعرفه العلميه""."
3363,990,1,اصيب طفلان بانفجار عبوه ناسفه في مدينه درعا.,افادت وكاله الانباء السوريه الرسميه (سانا) السبت بمقتل سبعه اطفال واصابه شخصين اخرين احدهما امراه في انفجار عبوه ناسفه في ريف درعا حيث تطغي فوضي امنيه منذ استعاده القوات الحكوميه السيطره في 2018. وقالت «سانا» نقلا عن مصدر في قياده شرطه درعا: «استشهاد سبعه اطفال واصابه شخصين اخرين احدهما امراه بانفجار عبوه ناسفه زرعها ارهابيون» في مدينه الصنمين بريف درعا الشمالي. من جهته، افاد «المرصد السوري لحقوق الانسان» بان ثمانيه اطفال قتلوا بانفجار عبوه في حي المجبل بمدينه الصنمين فيما اصيب طفل تاسع بجروح. وقال المرصد لـ«وكاله الصحافه الفرنسيه»: «استشهد ثمانيه اطفال باعمار متفاوته، كما اصيب اخر بجروح، اثر انفجار
3364,2915,1,"باريس تريد ""تهدئه"" العلاقات الثنائيه مع الجزائر وتنفي اي توتر بين البلدين.",اعلن وزير الدوله الفرنسي للشؤون الاوروبيه كليمون بون امس ان بلاده تريد «تهدئه» في العلاقات مع الجزائر رغم بعض «التصريحات التي لا مبرر لها» ازاءها وارجاء زياره رئيس الوزراء الفرنسي جان كاستيكس لها.وصرح بون في برنامج «غران جوري» الذي يبث بالاشتراك بين اذاعه «ار تي ال» وصحيفه «لوفيغارو» وتلفزيون «ال سي اي»، ان «هناك احيانا تصريحات لا مبرر لها في العلاقات الفرنسيه - الجزائريه».وكان وزير العمل الجزائري الهاشمي جعبوب قد وصف فرنسا يوم الخميس الماضي بانها «عدوتنا التقليديه والدائمه». وتزامن ذلك مع اعلان ارجاء زياره رئيس الوزراء الفرنسي جان كاستيكس الي الجزائر التي كانت مقرره امس (الاحد). وراي كليمون بون
3365,1719,2,مصر ستزود قطاع غزه مباشره بالغاز الطبيعي الفلسطيني.,"في الوضع الراهن، والعمليه العسكريه الاسرائيليه بسبب التخبط وعدم تحديد الافق ستستمر برغم جميع الضغوط سواء من مصر او من غيرها"". وتظل مفاوضات الوساطه التي كانت تجريها مصر وقطر والولايات المتحده بين الفصائل الفلسطينيه مجمده، بانتظار قرار اسرائيلي مختلف فيما يتعلق بوضع معبر رفح والعمليه العسكريه التي يجهز لها الجيش الاسرائيلي رغم معارضه دوليه واضحه. © 2026 بي بي سي. بي بي سي ليست مسؤوله عن محتوي المواقع الخارجيه. سياستنا بخصوص الروابط الخارجيه."
3366,2681,2,لا يمكن التعويل علي اعلام عربي في هذه الامور، اللهم في استثناءات محدوده ايضا.,عده، بينها تل ابيب والقدس واسدود وعسقلان.
3367,1048,0,ادعاء الخبر الرئيسي هو: وفاه سائق قطار 949 تاركا جراحه نتيجه حادث قطار طوخ.,اعلنت وزاره الصحه المصريه وفاه 11 شخصا واصابه 98 اخرين في حادث خروج قطار عن القضبان قرب مدينه طوخ بمحافظه القليوبيه. وخرج القطار رقم 949 المميز، المتجه من القاهره الي المنصوره، عن القضبان يوم الاحد. وقالت هيئه الاسعاف المصريه انها دفعت باكثر من 20 سياره اسعاف لنقل مصابي الحادث. واشار بيان وزاره الصحه الي ان 14 مصابا قد خرجوا من المستشفي بعد تلقي الاسعافات الاوليه، والتاكد من تحسن حالتهم الصحيه. وافاد شهود عيان بان مسؤولا قضائيا بارزا كان ضمن ضحايا القطار. واوضح الشهود ان نائب رئيس هيئه قضايا الدوله، الذي كان علي متن احدي عربات القطار المنقلبه، قد توفي في
3368,2526,1,مصر في قلب فلسطين داعمه ومسانده ومناصره.,كانت مصر حاضنه لغزه، تدير شؤونها المدنيه والعسكريه، وتوفر لها الغطاء السياسي والدعم الشعبي، وتحميها من محاولات التهويد والاحتلال المباشر. لم تتخل مصر يوما عن دورها رغم الظروف المتغيره، فحتي بعد احتلال القطاع من قبل اسرائيل، ظلت مصر بوابه الفلسطينيين الي العالم، وملاذهم في الازمات، ومعبرهم الي الحياه. وفي كل عدوان، كانت المستشفيات المصريه تفتح ابوابها للجرحي، والمدارس والجامعات تستقبل الطلاب، والارض المصريه تحتضن المهجرين والمقاومين. منذ نكبه عام 1948، عندما شرد مئات الالاف من الفلسطينيين من ارضهم قسرا بفعل الاحتلال، فتحت مصر ابوابها للفلسطينيين، لا كلاجئين عابرين، بل كابناء عائله كبري يجمعها الدين والعروبه والمصير المشترك. وفي مرحله ما
3369,1044,2,قطر تقود جهود التخلص من الانبعاثات الكربونيه.,الكربون عالميا. ويمكن للهيدروجين ان يصبح عاملا رئيسيا للتخلص من الانبعاثات الكربونيه لاقتصاديات دول المنطقه التي تعتمد حاليا وبشكل اساسي علي تصدير بدائل الوقود التقليديه. وتعليقا علي نتائج المؤشر، قال كريم امين عضو المجلس التنفيذي لشركه سيمنس للطاقه بمنطقه الشرق الاوسط ان الفارق الكبير بين تحول قطاع الطاقه علي ارض الواقع وتوقعات الخبراء لمنطقه الشرق الاوسط وافريقيا، يؤكد الرغبه الكبيره من الحكومات والشركات لابراز النجاحات التي تمكنوا من تحقيقها في اطار جهود التخلص من الانبعاثات الكربونيه. اضاف امين: «هذا الحماس بالطبع يعد امرا رائعا ويؤكد اهتمام الحكومات والشركات بهذه القضيه العالميه، ولكن يجب علينا التاكد من ان هذه الانجازات تدعمها
3370,777,0,"حكماء بالاعدام بحق المفتي الشرعي لتنظيم ""القاعده"" في صلاح الدين.",زاكروس عربيه- اربيل محكمه جنايات محافظه صلاح الدين، اليوم الاثنين (14 حزيران 2021)، حكمين بالاعدام بحق لتنظيم الارهابي في المحافظه. وذكرالمركز الاعلامي لمجلس القضاء الا
3371,1963,2,القضيه الرئيسيه هي اعاده اطلاق مسار المفاوضات حول سد النهضه من خلال تشكيل اليه دوليه جديده.,"Oct 28, 2025 · اعلن رئيس الوزراء الاثيوبي، ابي احمد، الثلاثاء، استعداد بلاده لاستئناف المفاوضات مع مصر والسودان حول سد النهضه ، بهدف التوصل لاتفاق يرضي جميع الاطراف ويحقق تنميه مستدامه مشتركه."
3372,901,0,بلدنا تستعد لتبدا مرحله جديده مع مجلس شوري منتخب.,عقد مجلس الشوري اليوم جلسته الختاميه في دور انعقاده العادي التاسع والاربعين، برئاسه سعاده السيد احمد بن عبدالله بن زيد ال محمود رئيس المجلس، وذلك عبر تقنيه الاتصال المرئي بمقر المجلس. وبمناسبه فض د
3373,1688,1,ضعف الانتصاب قد يكون علامه علي اصابه الشخص بداء الكوفيد-١٩.,"كشفت ابحاث طبيه حديثه الاثار السلبيه المترتبه علي الاصابه بفيروس كورونا المستجد، وتداعياتها علي الصحه الجنسيه لدي الرجال. وحسبما ذكر موقع ""كليفلاند كلينك"" الطبي، فان ابحاثا اشارت الي اثار سلبيه للاصابه بكوفيد-19 ، ابرزها ضعف الانتصاب لدي الرجال."
3374,2354,2,محتجون يهاجمون موكب رئيس الوزراء في الناصريه.,تعرض نائب رئيس الوزراء العراقي السني صالح المطلك للرشق بالحجاره من مئات المحتجين في الرمادي حيث يواصل هؤلاء منذ اسبوع قطع الطريق الدولي الذي يربط بغداد بالاردن وسوريا.
3375,950,2,حكومه الوحده تمهل الليبيين شهرا لتسليم اسلحتهم.,"الصخيرات اعاد ايضا هيكله الاجسام التشريعيه، اذ منح لمجلس النواب صفه تشريعيه باعتباره اخر جسم منتخب في البلاد، في حين منح المؤتمر الوطني العام صفه استشاريه تحت اسم مجلس الدوله، واوكل للجسمين مهمه صياغه قاعده دستوريه تنظم انتخابات رئاسيه وبرلمانيه دائمه في البلاد، لكن المده الزمنيه التي نص عليها الاتفاق انقضت دون ان تنجز الاطراف المذكوره فيه ايا من مهامها. في الرابع من ابريل نيسان 2019، اطلق قائد قوات شرق ليبيا المشير خليفه حفتر حمله عسكريه باتجاه العاصمه طرابلس ""لتخليصها من الجماعات المسلحه""، وانهاء حكم حكومه الوفاق الوطني بقياده السراج والتي انتهت صلاحيتها بموجب الاتفاق السياسي ""الصخيرات"". اطلقت الامم المتحده"
3376,831,0,60 % من المواد التي استخدمت في تنفيذ المشروع محليه الصنع.,الدوحه – قنا: يعد مشروع «محور صباح الاحمد» من اهم المشاريع التي نفذتها هيئه الاشغال العامه «اشغال»، باعتباره رئه جديده للدوحه. واعتمدت «اشغال» في المشروع علي العنصر المحلي، سواء من خلال الم
3377,536,0,الاحتلال الاسرائيلي يهدم قريه العراقيب في النقب المحتل للمره الـ185 علي التوالي.,"يصفه سكانها بـ ""المجزره"" التي شهدتها القريه عام 1948، مرورا بالحكم العسكري الاسرائيلي والنزوح القسري للسكان، بحسب ما حكاه شهود عيان من القريه ممن عاصروا فتره الخمسينيات. ويحذر منتدي التعايش السلمي في النقب، من ان الخطر الاساسي علي القريه هو ""الهدم والاعتقالات واعمال البلطجه واستخدام الاسلحه ضد سكان القريه"". وعلق عزيز صياح بان العراقيب هي ""اول قريه تهدم بيوتها بالكامل"" في النقب، كنوع من ""الاختبار"" لرد فعل الاهالي، لتطبيق الفكره ذاتها علي بقيه القري غير المعترف بها اسرائيليا، بحسبه. واكد ان ""المضايقات والملاحقات والاعتقالات للشباب والنساء"" مستمره حتي يومنا هذا لاهالي القريه، مضيفا ان ""الصندوق القومي اليهودي حاول اكثر من"
3378,704,0,لا جدوي من العدوان علي غزه ويجب وقفه.,"من الام شديده"" ويطلبون الطعام والماء. © 2026 بي بي سي. بي بي سي ليست مسؤوله عن محتوي المواقع الخارجيه. سياستنا بخصوص الخارجيه."
3379,323,1,منح الدكتوراه لمتوفي رحل قبل مناقشتها,منح الدكتوراه لمتوفي رحل قبل مناقشتها قررت جامعه منح درجه الدكتوراه لاستاذ بكليه التربيه توفي قبل مناقشتها بنحو 4 اشهر في مصر. ناقشت كليه التربيه في جامعه طنطا شمال مصر رساله دكتوراه للاستاذ والباح
3380,2254,2,حبطت دوريه تابعه لحرس المرور بطبرقه الاربعاء 09 جوان 2021، عمليه تهريب كميه من المرجان البحري الطبيعي كانت محمله باحدي سيارات النقل الريفي العمومي قادمه من الحدود الجزائريه التونسيه باتجاه مدينه طبرقه.,يوميا. وفي عام 2019، اعادت السعوديه استخدام خط انابيب الغاز الطبيعي مؤقتا لنقل النفط الخام. كما ربطت دوله الامارات العربيه المتحده حقولها النفطيه الداخليه بميناء الفجيره علي خليج عمان عبر خط انابيب بطاقه يوميه تبلغ 1.5 مليون برميل. وفي يوليو/تموز 2021، دشنت ايران خط انابيب غوره - جاسك، المخصص لنقل النفط الخام الي خليج عمان. ويستطيع هذا الخط حاليا نقل حوالي 350 الف برميل يوميا، مع ان التقارير تشير الي ان ايران لم تحقق هذا القدر بعد. ووفقا لاداره معلومات الطاقه الاميركيه في يونيو/حزيران العام الماضي، يمكن ان تتوفر نحو 2.6 مليون برميل يوميا من الطاقه غير المستغله في خطوط
3381,1391,1,دعا الرئيس العراقي برهم صالح الي حلول جذريه وجديه لايجاد حل نهائي لمعاناه ومشاكل المواطنين في البلاد.,الي حل جذري وعاجل وفي اطار الدستور». وقال صالح ان «تامين المستحقات الماليه بحاجه الي ترسيخ مبدا العداله لكافه مكونات الشعب العراقي، خاصه في قانون الموازنه ومعالجه العجز المالي علي ان يكون محل رضا جميع المواطنين من دون اي تمييز بينهم»، لافتا الي ان «اسباب ظهور واستمرار هذه الازمات والمشاكل واستفحالها مرتبط في جوهرها بضروره تطبيق الدستور والعمل علي مكافحه الفساد والتجاوز علي المال، كما اثرت تطورات تدني اسعار النفط وظهور جائحه (كورونا) علي ذلك ايضا». ورهن الرئيس العراقي ان تجاوز هذه المرحله العصيبه ومشاكلها بـ«عمليه اصلاحيه حقيقيه علي ارض الواقع باعتبارها ركنا اساسيا لايجاد حل نهائي لمعاناه ومشاكل جميع
3382,592,0,رئيسه وزراء نيوزيلندا تعلن زواجها من شريكها الصيف المقبل.,تنتظر رئيسه الوزراء النيوزيلنديه، جاسيندا اردرن، طفلها الاول من شريكها، كلارك جايفورد، في يونيو (حزيران) المقبل، وتخطط للعوده الي عملها بعد اجازه امومه مدتها 6 اسابيع.وقالت اردرن في بيان لها الجمعه: «نحن سعيدان حقا. كنا نرغب حقا في ان نصبح اسره، لكن لم نكن متاكدين من حدوث ذلك، ما جعل هذا الخبر غير متوقع، لكنه مثير بالنسبه لنا».وكانت اردرن قد كشفت ذلك النبا في البدايه لنائبها، وينستون بيريز، وطلبت منه ان يتولي منصب رئيس الوزراء خلال فتره اجازتها لمده 6 اسابيع بعد الولاده.وقالت اردرن انها علمت بالحمل قبل اقل من اسبوعين من ادائها اليمين الدستوريه رئيسه للوزراء في 26 اكتوبر
3383,2505,2,Derbyline تعبر عن دعم الاتحاد الاوروبي التام للاردن.,"عمل، وتعزيز دور القطاع الخاص، ودعم الاصلاحات المؤسسيه. ويستبعد زوانه انقطاع هذه المساعدات نظرا لطبيعه التحالف الاردني الامريكي في جوانب اقتصاديه وسياسيه وعسكريه واستخباراتيه، منذ خمسينيات القرن الماضي. وفي حال وقف المساعدات الامريكيه، توقع الربضي ارتفاع عجز الموازنه العامه واجمالي الدين العام بسبب الاضطرار للاقتراض لتعويض نقص التمويل. ويضيف: ""قد تتاثر ايضا التصنيفات الائتمانيه للاردن، مما قد يرفع تكلفه الاقتراض وقيمه خدمه الدين السنويه"". وقال المحلل الاقتصادي جواد عباسي لبي بي سي ان الرقم الاجمالي لهذه المساعدات ""ليس هائلا ولا يستحيل تعويضه عبر اجراءات تقشفيه وزياده المساعدات من الدول المانحه الاخري"". وتتكبد الخزينه الاردنيه دينا يقدر بـ 62.94 مليار دولار،"
3384,143,0,توقيع 71 اتفاقيه بين الجزائر ودول اخري لتسليم المتابعين قضائيا.,كشف وزير الاتصال الناطق باسم الحكومه عمار بلحيمر، ان الاتفاقيات القضائيه الثنائيه الموقعه بين الجزائر ودول اخري بلغت 71 اتفاقيه، من بينها اتفاقيات موقعه مع فرنسا، وتشمل جوانب عديده علي غرار المجال الج
3385,1501,1,محكمه موسكو تحظر انشطه المنظمات المرتبطه بـ”نافالني”.,وصفت محكمه روسيه، الاربعاء، المنظمات السياسيه التي يراسها المعارض المسجون اليكسي نافالني بانها متطرفه، وحظرت عمل موظفيها وجعلتهم عرضه للملاحقه القضائيه، في خطوه نددت بها الولايات المتحده.
3386,818,2,جهود الولايات المتحده تركز حاليا علي اعاده اعمار غزه بالتعاون مع السلطه الفلسطينيه.,ومنشات انتاج الاسلحه، ولن يعاد بناؤها. وستجري عمليه نزع سلاح غزه باشراف مراقبين مستقلين، تشمل وضع الاسلحه في اماكن غير صالحه للاستخدام بشكل دائم من خلال عمليه متفق عليها لتفكيكها، وبدعم من برنامج اعاده شراء وادماج ممول دوليا، ويتم التحقق منه بالكامل من قبل المراقبين المستقلين. وستلتزم غزه الجديده التزاما كاملا ببناء اقتصاد مزدهر والتعايش السلمي مع جيرانها. 14. سيتم تقديم ضمانات من قبل الشركاء الاقليميين لضمان امتثال حماس والفصائل لالتزاماتها وان غزه الجديده لا تشكل اي تهديد لجيرانها او شعبها. 15. ستعمل الولايات المتحده مع شركائها العرب والدوليين علي انشاء قوه استقرار دوليه مؤقته للانتشار الفوري في غزه. وستقوم
3387,821,0,تقضي شركه واتساب بالدعوي القضائيه ضد الحكومه الهنديه بسبب متطلبات التتبع التي يمكن ان تنتهك خصوصيه المستخدمين.,"واضافت"" ان مطلب امكانيه التتبع في نيودلهي يتطلب من تطبيق واتساب نيودلهي في تحديد رساله معينه ينتهك حق المواطنين الدستوري في واشارت (واتساب) في بيان الي ان شرط تتبع الر"
3388,1154,1,جزء كبير من سكان انزورو ينتقلون باتجاه الجنوب بسبب الهجمات الجهاديه.,يفر مئات من سكان منطقه انزورو في غرب النيجر من بلداتهم بسبب هجمات جهاديه متكرره علي ما افاد مسؤولون محليون. وقال مسؤول بلدي لوكاله فرانس برس السبت “جزء كبير من سكان انزورو ينتقلون باتجاه الجنوب.
3389,2770,1,لا يمكن ابعاد الحوثيين من الصراع عبر التمني فقط ويجب التعامل مع الحقائق علي الارض.,تغريدات- انه لا يمكن ابعاد الحوثيين من الصراع عبر التمني فقط، ويجب التعامل مع الحقائق علي الارض، واوضحت الوزاره ان الحوثيين يسيطرون علي الناس والاراضي في اليمن، غير انهم بحاجه الي ان يكونوا جزءا لا يتجزا من ايه عمليه سلام في اليمن. وقالت الوزاره ان واشنطن تشعر بالقلق ازاء تركيز الحوثيين علي شن الحرب وتفاقم معاناه المواطنين اليمنيين، اكثر من كونهم جزءا من حل الصراع، كما اكدت وزاره الخارجيه ان الحكومه الاميركيه تعترف كبقيه المجتمع الدولي بحكومه اليمن المعترف بها دوليا حكومه شرعيه وحيده. وكان المبعوث الاميركي الخاص لليمن ليندركينغ قد قال -في وقت سابق- ان الولايات المتحده تعترف بجماعه
3390,26,1,قتل متظاهر وجرح طفل في اعمال عنف بميانمار.,"كتب : وكالات قتلت قوات الامن الميانماريه متظاهرا مناهضا للانقلاب وجرحت طفلا في اعمال عنف جديده الليله الماضيه. وافادت قناه ""دي بي بي نيوز"" الاخباريه، اليوم، ان رجلا قتل برصاص قوات الامن في بلده باث"
3391,262,0,"مستقبل تايوان يكمن في ""الوحده"" مع الصين.",استقبل الرئيس الصيني الجمعه في بكين، زعيمه المعارضه التايوانيه، في لقاء نادر ابدي شي ...
3392,795,1,"تورط حكومه بشار الاسد في ""جرائم"" ضد الشعب السوري.","زاكروس عربيه- اربيل كشفت وسائل اعلام اميركيه، اليوم الجمعه (19 شباط 2021)، عن تسريب 900 الف وثيقه حكوميه، تحتوي علي ""ادله قويه"" علي تورط حكومه بشار الاسد في ""جرائم"" ضد الشعب السوري. واشارت تلك الوسا"
3393,1604,2,ادعاء الحمله هي للتضامن مع الشاعر والاديب الايغوري المعتقل في الصين بتهمه الارهاب.,جرت محاكمه الكندي مايكل كوفريغ المعتقل منذ اكثر من عامين في الصين بتهمه “التجسس”، في جلسه مغلقه الاثنين في بكين، علي ان يصدر الحكم في وقت لاحق...
3394,2795,2,فعاليه لقاح فايزر-بايونتيك انخفضت الي 91% بناء علي بيانات التجارب الاخيره.,دقيقه من الشفره الوراثيه للفيروس من اجل تدريب الجسم علي مكافحه مرض كوفيد-19 وبناء مناعه ضده. ولم يقر لقاح من هذا النوع من قبل للاستخدام البشري، لكن البعض حصلوا عليه خلال مرحله التجارب. ويتوجب حفظ اللقاح في درجه حراره 70 تحت الصفر. وسوف يجري نقله في صناديق خاصه تحوي ثلجا جافا. وبمجرد وصولها يمكن ان تحفظ لمده خمسه ايام في الثلاجه. © 2026 بي بي سي. بي بي سي ليست مسؤوله عن محتوي المواقع الخارجيه. سياستنا بخصوص الروابط الخارجيه.
